,Unnamed: 0,name,url,picks,profit,yield
436,0,Doctor4k,https://betorlife.blogabet.com,2017,10,3
437,0,Rhinos Picks,https://rhinospicks.blogabet.com,2019,528,35
438,0,Curruncho3579,https://humphrey77.blogabet.com,2018,38,10
439,0,Travis Hook,https://travishookers.blogabet.com,2018,267,8
440,0,Butsa,https://bet-trade.blogabet.com,2016,44,20
441,0,sir Charles Barkley,https://barkli67.blogabet.com,2016,918,8
442,0,dutchsoccer1913,https://dutchsoccer1913.blogabet.com,2016,366,11
443,0,Varbev,https://varbev.blogabet.com,2014,677,8
444,0,kkous25,https://kkous25.blogabet.com,2017,537,7
445,0,CASH-IT,https://cash-it.blogabet.com,2020,1098,18
446,0,TMBET,https://professional.blogabet.com,2019,13,5
447,0,LatvianZ,https://latvianz.blogabet.com,2013,274,3
448,0,bzuco,https://bzuco.blogabet.com,2015,29,1
449,0,bobo32,https://bobo32.blogabet.com,2014,281,11
450,0,betgoga,https://goga.blogabet.com,2013,177,16
451,0,dusan007,https://dusan007.blogabet.com,2017,22,4
452,0,koxras,https://koxras.blogabet.com,2015,321,6
453,0,Vege,https://vege.blogabet.com,2018,72,74
454,0,betwhispers,https://betwhispers.blogabet.com,2014,284,7
455,0,Bonsaitips,https://bonsaitips.blogabet.com,2017,75,7
456,0,nazgul,https://nazgul-tips.blogabet.com,2016,373,4
457,0,Gregche,https://gregche.blogabet.com,2018,787,12
458,0,2ndBandTercera,https://2ndbandtercera.blogabet.com,2019,121,11
459,0,Hugo Abrantes,https://abrantes.blogabet.com,2016,38,4
460,0,Fábio Fazenda,https://paim.blogabet.com,2016,137,2
461,0,vandiii,https://vandiii.blogabet.com,2015,45,27
462,0,VILLATSOS,https://villatsos.blogabet.com,2019,236,21
463,0,GreenWhite,https://greenwhite.blogabet.com,2015,502,8
464,0,Betovsky,https://betovsky.blogabet.com,2019,326,17
465,0,Tipsterbalonmano,https://handbalpicks.blogabet.com,2016,47,24
466,0,karul,https://karul909.blogabet.com,2018,4,6
467,0,dampan2,https://dampan2.blogabet.com,2018,27,17
468,0,LiveSoccerTrading.com,https://livesoccertrading.blogabet.com,2019,202,16
469,0,fundamentalbetting,https://fundateyzetipps.blogabet.com,2018,80,1
470,0,Gerard84,https://gerard84.blogabet.com,2014,16,49
471,0,Izzybtizzy,https://izzybtizzy.blogabet.com,2017,68,10
472,0,ahmetof,https://ahmetof.blogabet.com,2015,289,5
473,0,OVER GOLES ⚽️,https://jgpicks.blogabet.com,2018,714,6
474,0,Norbertinho,https://norbertinho.blogabet.com,2014,707,30
475,0,Calciotips,https://calcio-tips.blogabet.com,2016,206,4
476,0,burcidovic,https://burcidovic.blogabet.com,2018,110,14
477,0,vkirecha,https://vkirecha.blogabet.com,2013,202,6
478,0,Bart Simpson,https://bartsimpson.blogabet.com,2018,576,17
479,0,Octopus--Paul,https://octopuspaulpicks.blogabet.com,2019,310,4
480,0,Sol12,https://elprofesor71.blogabet.com,2017,46,4
481,0,marekp1971,https://marekp1971.blogabet.com,2019,38,8
482,0,MagicMisiu,https://magicmisiu.blogabet.com,2014,61,14
483,0,tipstenismania,https://tipstenismania.blogabet.com,2019,62,21
484,0,ihL0z0r,https://electronic_sports_bets.blogabet....,2016,699,4
485,0,Ecen,https://ecen.blogabet.com,2016,58,17
486,0,sandrostocco,https://sandrocap.blogabet.com,2016,64,6
487,0,oddsstriker,https://oddsstriker.blogabet.com,2019,256,12
488,0,SEASON BREAK,https://enriq,0,591,735
489,0,FootballValueTips,https://footballvaluetips.blogabet.com,2019,707,25
490,0,Doctor7,https://giatros.blogabet.com,2017,1129,9
491,0,greentennis,https://greentennis.blogabet.com,2013,976,2
492,0,Tipsterprovip,https://tipsterprovip.blogabet.com,2018,528,8
493,0,andrreto,https://andrreto.blogabet.com,2018,191,6
494,0,Elianderson Luz,https://ander9.blogabet.com,2017,144,5
495,0,Cyprus Championship Kiprosix,https://kiprosix.blogabet.com,2016,116,5
496,0,SoccerPL,https://soccerpl.blogabet.com,2018,26,3
497,0,preem,https://preem.blogabet.com,2015,31,4
498,0,René Doinel,https://pippopollina.blogabet.com,2017,358,15
499,0,Vycka,https://vyckaaa.blogabet.com,2018,515,9
500,0,Dutch Dota2 Predictions,https://zozoetdota2.blogabet.com,2018,1383,10
501,0,Picksastur,https://picksastur.blogabet.com,2019,23,26
502,0,Fiti,https://jullepower.blogabet.com,2018,313,22
503,0,TheSpanishHandicapper (Asia Only),https://thespanishhandicapper.blogabet.c...,2016,63,7
504,0,olegbetsoccer,https://olegbetsoccer.blogabet.com,2017,119,7
505,0,TavoTips,https://tavotips.blogabet.com,2019,302,12
506,0,rkth,https://rkth.blogabet.com,2018,206,7
507,0,matasa,https://matasa.blogabet.com,2019,229,11
508,0,flomaster,https://flomaster.blogabet.com,2013,216,15
509,0,Luigi-Tipsters-Pronostics,https://turnover34.blogabet.com,2017,350,2
510,0,Cordtsi,https://cordtsi.blogabet.com,2018,195,13
511,0,Pulici76,https://pulici76.blogabet.com,2016,193,3
512,0,Erlinho89,https://erlinho89.blogabet.com,2016,469,6
513,0,Footwinner,https://footwinner.blogabet.com,2012,264,11
514,0,SEASON BREAK,https://analyticalalex,0,1086,135
515,0,karabatic,https://karabatic.blogabet.com,2013,195,10
516,0,BasketAddict,https://basketaddict.blogabet.com,2019,111,12
517,0,Erik Thorvaldsson,https://lovescandinavian.blogabet.com,2017,175,4
518,0,English-man,https://english-man.blogabet.com,2016,1,8
519,0,Delatorretips,https://delatorre80pinnacle.blogabet.com,2019,156,7
520,0,Mr. Reddington,https://mrvaluemaster.blogabet.com,2019,89,12
521,0,Tipster De Primera,https://tipsterdeprimera.blogabet.com,2019,294,22
522,0,D'Bagindaz,https://hendrika.blogabet.com,2015,7,17
523,0,pronostiicsports,https://pronostiicsports.blogabet.com,2019,106,2
524,0,KendrickBets,https://kendrickbets.blogabet.com,2017,1313,6
525,0,Sergio Garcia Basket,https://sergiogarciabasket.blogabet.com,2018,219,7
526,0,UAPatriot,https://uapatriot.blogabet.com,2017,1426,5
527,0,henrylai,https://henrylai.blogabet.com,2015,456,3
528,0,BradaTips,https://bradatips.blogabet.com,2019,45,16
529,0,Veronika,https://veronikabet.blogabet.com,2020,17,17
530,0,Abet To Bet,https://abettingtobb.blogabet.com,2018,1352,13
531,0,NBA Player Props,https://giannisd.blogabet.com,2015,134,9
532,0,Seigo385,https://seigo385.blogabet.com,2017,616,13
533,0,rudimentaer,https://rudimentaer.blogabet.com,2019,31,43
534,0,rudimentaer,https://rudimentaer.blogabet.com,2019,31,43
535,0,Ruck'n Roll,https://rugbytipster.blogabet.com,2015,66,5
536,0,edis155,https://edis155.blogabet.com,2015,316,3
537,0,Cornerguru,https://djet.blogabet.com,2015,131,4
538,0,SportXTipster,https://sportxtipster.blogabet.com,2019,143,14
539,0,Solo Picks Beisbol,https://solobeisbolpicks.blogabet.com,2019,350,14
540,0,helmuth1,https://obergruber.blogabet.com,2018,421,4
541,0,BTPL,https://ciechan8818.blogabet.com,2017,23,155
542,0,Breakpointer,https://breakpointer.blogabet.com,2014,588,2
543,0,Liga Izuzetnih,https://kumanovicpredrag.blogabet.com,2019,42,7
544,0,Best ROI,https://bestroi.blogabet.com,2019,457,15
545,0,Ten Tips by Apuestil,https://apuestil-bets.blogabet.com,2018,3,2
546,0,Gianluca Arzani,https://centralpuntrading.blogabet.com,2019,141,12
547,0,Horsingforward,https://kekemela.blogabet.com,2015,141,14
548,0,Evadovec,https://evadovec.blogabet.com,2015,233,57
549,0,m4dg3n1u5,https://m4dg3n1u5.blogabet.com,2019,1116,27
550,0,AitchBee,https://aitchbee.blogabet.com,2019,290,7
551,0,Monsiper,https://vestigal.blogabet.com,2017,439,3
552,0,the witcher 1,https://flowers13.blogabet.com,2018,8,6
553,0,bergamo57,https://bergamo57.blogabet.com,2018,156,3
554,0,WTAOnlyPinnacle,https://eliotennisbet.blogabet.com,2019,257,17
555,0,Arg1927,https://arg1927.blogabet.com,2019,435,4
556,0,Hoccabazz,https://hoccabazz.blogabet.com,2018,204,8
557,0,Wasabix,https://wasabixtipster.blogabet.com,2019,11,1
558,0,EsportsBestOdds,https://esportsbestodds.blogabet.com,2019,159,9
559,0,T20 Tipster,https://englishrose.blogabet.com,2019,498,11
560,0,ferrante,https://ferrante.blogabet.com,2015,85,17
561,0,Low,https://greece.blogabet.com,2015,431,20
562,0,nordsport,https://nordsport.blogabet.com,2019,87,10
563,0,Davez,https://uglydude.blogabet.com,2017,1,1
564,0,FixAnyTimeee,https://fixanytime.blogabet.com,2019,28,35
565,0,Rockybetboa,https://rockybetboa.blogabet.com,2016,81,2
566,0,1xMohammad,https://mohammadfarajpouri.blogabet.com,2019,211,21
567,0,EastWestBroskis,https://osthugo.blogabet.com,2016,5,1
568,0,RumBet,https://rumbet.blogabet.com,2016,275,4
569,0,Follow The Fox,https://followthefox.blogabet.com,2019,60,39
570,0,Pppppaak,https://tennisinsideitf.blogabet.com,2016,1752,48
571,0,Neron,https://cskachess.blogabet.com,2016,19,1
572,0,Xbitinn,https://xbitinn.blogabet.com,2016,7,1
573,0,cem13,https://cem13.blogabet.com,2015,5,30
574,0,segope12,https://segope12.blogabet.com,2019,129,21
575,0,domsn,https://domsn94.blogabet.com,2015,128,25
576,0,IMG10,https://imgroup.blogabet.com,2018,105,15
577,0,fortunato,https://daily-picks.blogabet.com,2014,191,8
578,0,cernatf,https://cernatf.blogabet.com,2013,21,7
579,0,Lee B,https://racingvaluebets.blogabet.com,2016,203,22
580,0,SEASON BREAK,https://meowbets,0,14,11
581,0,entertainmentbet,https://entertainmentbet.blogabet.com,2012,453,57
582,0,NoCurryNoParty,https://nocurrynoparty.blogabet.com,2019,575,14
583,0,Hammerbets,https://reich-werden.blogabet.com,2016,119,29
584,0,Astur3bet,https://astur3bet.blogabet.com,2019,2,6
585,0,Finnishgambler,https://finnishgambler.blogabet.com,2018,103,21
586,0,Miakis-NBA,https://miakis-nba.blogabet.com,2019,429,38
587,0,agut-tennis,https://agut-tennis.blogabet.com,2019,77,5
588,0,Unam,https://doudou34.blogabet.com,2008,117,7
589,0,Fake Stats,https://vetetimapick.blogabet.com,2018,51,5
590,0,Best_in_USSR,https://bestinussr.blogabet.com,2013,125,3
591,0,sebt1,https://sebt1.blogabet.com,2014,262,2
592,0,pablito26,https://pablosport24.blogabet.com,2016,329,9
593,0,fumbito86,https://fumbito86.blogabet.com,2017,453,4
594,0,AM Tips,https://ampicks.blogabet.com,2019,159,16
595,0,Consis,https://consis.blogabet.com,2015,16,1
596,0,KubaPL,https://kubapl.blogabet.com,2018,1,4
597,0,Marcek,https://marcektipster.blogabet.com,2016,115,11
598,0,pen,https://didelphis.blogabet.com,2015,44,38
599,0,Antisha16,https://antisha16.blogabet.com,2015,78,8
600,0,Rais75,https://vivarais.blogabet.com,2016,117,4
601,0,Dev1ce,https://dev1ce.blogabet.com,2018,125,15
602,0,pemimero,https://pemimero.blogabet.com,2013,88,6
603,0,bill monero,https://bill-monero.blogabet.com,2017,492,14
604,0,Rabatov,https://provar.blogabet.com,2010,104,15
605,0,matheusturon,https://matheusturon.blogabet.com,2019,116,24
606,0,incr3d1ble,https://incr3d1ble.blogabet.com,2016,125,24
607,0,totio,https://totio.blogabet.com,2011,551,6
608,0,SEASON BREAK,https://Tipster Pulpito,0,893,133
609,0,Profitable American Sports,https://delamari.blogabet.com,2011,340,1
610,0,Svetlio,https://svetlio.blogabet.com,2016,17,5
611,0,Youngz,https://youngz.blogabet.com,2014,182,5
612,0,Rouyn,https://rouyn.blogabet.com,2018,40,16
613,0,Red Cards,https://kingsbet365.blogabet.com,2019,143,28
614,0,Elescort97,https://elescort97.blogabet.com,2019,146,20
615,0,Alison,https://draw4me.blogabet.com,2014,4,8
616,0,Nowit,https://nowitzkifor3.blogabet.com,2014,2,3
617,0,cghes,https://cghes.blogabet.com,2016,19,0
618,0,bgbetter,https://bgbetter.blogabet.com,2012,670,9
619,0,..dsagh,https://thcarmy.blogabet.com,2016,20,41
620,0,Marc,https://juskowiak40.blogabet.com,2014,543,11
621,0,VYA,https://azumatipster.blogabet.com,2018,42,10
622,0,Espicks 2,https://spanishleague2.blogabet.com,2018,23,9
623,0,MSJ,https://milen172.blogabet.com,2014,63,4
624,0,GalicianBet,https://jvp20.blogabet.com,2018,130,17
625,0,SEASON BREAK,https://Gellero,94,390,273
626,0,Under the Bridge,https://kostaskoulouris.blogabet.com,2016,22,7
627,0,BETUDONTBET,https://ibetudontbet.blogabet.com,2017,231,5
628,0,⭐Mind⭐,https://mindblog.blogabet.com,2019,204,16
629,0,Stilgar79,https://tennisterico.blogabet.com,2015,53,9
630,0,soccertips.pro,https://soccertips-pro.blogabet.com,2018,1192,12
631,0,SEASON BREAK,https://ArgenTipstersTENIS,0,343,206
632,0,MaxKuba,https://thekuba.blogabet.com,2015,224,4
633,0,Espicks,https://spanishleague.blogabet.com,2016,55,3
634,0,SEASON BREAK,https://Louis Bodin,0,248,133
635,0,Hoperoad,https://zako.blogabet.com,2018,947,8
636,0,Over And Over Again,https://over-and-over-again.blogabet.com,2019,463,13
637,0,Wadster Tips,https://wadster9.blogabet.com,2019,142,14
638,0,Serbishman_AbuDhabi,https://partymaniac.blogabet.com,2019,294,20
639,0,Breeze,https://iperfect.blogabet.com,2016,10,2
640,0,Merlí,https://merlicovsky.blogabet.com,2018,178,4
641,0,Ixa91,https://ixa91.blogabet.com,2015,28,85
642,0,BaluPLNY,https://baluplny.blogabet.com,2017,12,31
643,0,Mister Cashh,https://mistercashh.blogabet.com,2018,1021,14
644,0,Catced Bk,https://catcedbk.blogabet.com,2018,35,1
645,0,B00killer,https://1xbet-killer.blogabet.com,2017,557,14
646,0,werew,https://werew.blogabet.com,2019,11,9
647,0,Mikey!,https://vamplrevalue.blogabet.com,2011,321,1
648,0,true,https://true.blogabet.com,2010,290,8
649,0,Kapitan bomba,https://melepeta.blogabet.com,2015,48,21
650,0,Horse Racing Chiriapuestas,https://fantasypicks04.blogabet.com,2018,321,7
651,0,Soccerhead,https://soccerhead.blogabet.com,2017,262,5
652,0,The Italian Sniper,https://vasconnesso.blogabet.com,2019,7,1
653,0,Walrus Pinnacle Picks,https://saganpicks.blogabet.com,2017,21,19
654,0,Johnny_hockey,https://invictus87.blogabet.com,2010,377,2
655,0,Tintin12,https://nicagi8.blogabet.com,2015,6,4
656,0,Vitorbrasil,https://vitorbrasil.blogabet.com,2017,25,2
657,0,God Of Cards,https://godofcards.blogabet.com,2019,136,11
658,0,SEASON BREAK,https://OwnGoal,0,548,131
659,0,Josele1974,https://joselebet.blogabet.com,2019,219,7
660,0,The Betting SPY,https://thebettingspy.blogabet.com,2019,522,23
661,0,LaCasadePapel,https://mkl10.blogabet.com,2019,47,9
662,0,belorasha555,https://basketdraw.blogabet.com,2017,212,5
663,0,franciscodiassportsinvestments,https://franciscodiasblogabet.blogabet.c...,2019,25,11
664,0,Sportorama,https://sportorama.blogabet.com,2018,225,7
665,0,Paulo Augusto Neto,https://pauloaneto.blogabet.com,2019,67,10
666,0,delpotrOver,https://delpotrover.blogabet.com,2019,40,15
667,0,sports246810,https://sports246810.blogabet.com,2017,223,7
668,0,I OAP I Tennis,https://oaptennis.blogabet.com,2019,247,18
669,0,Criminal Bets,https://vasil93365.blogabet.com,2018,129,16
670,0,FutModES,https://futmodes.blogabet.com,2018,52,7
671,0,Donaldo The First,https://donaldo.blogabet.com,2019,27,30
672,0,APUESTAS ZUMONES,https://prjpicks.blogabet.com,2017,232,9
673,0,adrie51100,https://adrie51100.blogabet.com,2016,432,12
674,0,GoalLine,https://linegoal.blogabet.com,2018,91,10
675,0,Isaiah4,https://isaiah4.blogabet.com,2017,100,22
676,0,Live Bet Billionaire,https://livebetbillionaires.blogabet.com,2019,82,19
677,0,Fisichella,https://fisichella.blogabet.com,2018,144,17
678,0,Besei88,https://besei88.blogabet.com,2016,546,15
679,0,Catinho,https://ledaz.blogabet.com,2013,30,1
680,0,2banksof4,https://2banksof4.blogabet.com,2014,66,3
681,0,batumi,https://armagedon777.blogabet.com,2018,75,4
682,0,ryanki,https://ryanki.blogabet.com,2013,230,16
683,0,Malgus,https://malgus.blogabet.com,2013,6,17
684,0,Bul,https://formation.blogabet.com,2018,162,13
685,0,DD invest,https://investment.blogabet.com,2019,347,7
686,0,PROGRESSOR,https://pari201.blogabet.com,2017,26,3
687,0,kezoo,https://kezoobet.blogabet.com,2017,133,20
688,0,fitipaldi8,https://fitipaldi8.blogabet.com,2014,291,7
689,0,Football Wizard,https://underover.blogabet.com,2018,191,5
690,0,EMZ21,https://emz21.blogabet.com,2017,53,7
691,0,8milu8,https://8milu8.blogabet.com,2018,183,29
692,0,EL ojo en el dedo,https://ledoyatodo.blogabet.com,2017,19,2
693,0,underdogcatcher,https://underdogcatcher.blogabet.com,2018,25,3
694,0,Bane,https://bane.blogabet.com,2015,8901,4
695,0,Brother_Louie,https://brotherlouie.blogabet.com,2015,102,4
696,0,Lithuanian Betting Syndicate,https://lithuanianbettingsyndicate.bloga...,2019,213,30
697,0,BESTLINES,https://bestlines.blogabet.com,2018,371,5
698,0,Live4Ever,https://missinglink.blogabet.com,2015,16,1
699,0,Corner specialist,https://babakeza.blogabet.com,2018,727,15
700,0,Lord das Tips,https://lorddastips.blogabet.com,2019,5,1
701,0,All Sports Swiss,https://swissanjelinho.blogabet.com,2019,53,2
702,0,maroca,https://maroca85.blogabet.com,2017,161,15
703,0,salvyyy,https://csgoprof.blogabet.com,2019,347,31
704,0,German.Football,https://johnnygermany.blogabet.com,2016,122,4
705,0,Spanoulis7,https://yugoslavbasketball.blogabet.com,2018,77,19
706,0,tennispecialist,https://tennispecialist.blogabet.com,2019,2,1
707,0,Obabet,https://obabet.blogabet.com,2017,209,3
708,0,Obabet,https://obabet.blogabet.com,2017,209,3
709,0,Gameofbet,https://leana66.blogabet.com,2015,906,3
710,0,Schwebermann,https://schwebermann.blogabet.com,2014,47,24
711,0,Girls Tennis,https://ap23wta.blogabet.com,2019,19,30
712,0,Hamal,https://hamal.blogabet.com,2018,156,15
713,0,Alex77712,https://alex77712.blogabet.com,2019,338,4
714,0,XtegRaf,https://xtegraf.blogabet.com,2019,361,9
715,0,GringoPicks,https://gringopicks.blogabet.com,2019,104,9
716,0,Bosas,https://minde.blogabet.com,2020,45,57
717,0,herta,https://herta.blogabet.com,2015,50,2
718,0,isaias tito,https://tito07.blogabet.com,2016,40,10
719,0,hulkrules,https://hulkrules.blogabet.com,2008,214,10
720,0,Veritas69,https://veritas69.blogabet.com,2018,302,5
721,0,Frisco,https://frisco.blogabet.com,2019,2437,10
722,0,Synart,https://synopsie.blogabet.com,2017,38,9
